CÓDIGO;SUS;TUNEP
63001594;38,7;38,7
63001608;34,95;34,95
63001616;33,27;33,27
63001624;32,32;32,32
63001632;31,93;31,93
63001640;31,08;31,08
63001659;30,18;30,18
63001667;29,49;29,49
63001675;29,36;29,36
63001683;28,72;28,72
63001691;28,62;28,62
63001705;26,42;26,42
63001713;27,94;27,94
67300014;40,99;170,75
67500013;40,99;170,75
68300018;120;120
68500017;120;120
69000018;138,15;355,5
69000026;69,06;181
69000034;138,15;355,5
69000042;110,22;355,5
69000050;114,8;193,25
69000069;114,8;193,25
69000077;80,43;181
69000085;99,11;181
69000093;141,85;355,5
69000107;78,38;181
69000115;80,43;181
69000123;78,87;181
69000131;62,6;181
69000140;81,97;186,75
69000204;80,43;181
69500010;360,53;1.000,97
69500029;267,26;1.000,70
70000000;0;0
70300011;561,75;2.340,60
70300020;530,79;2.211,60
70300038;469,51;1.956,30
70300046;271,84;1.042,97
70500010;561,75;2.340,60
70500029;530,79;2.211,60
70500037;469,51;1.956,30
70500045;271,84;1.042,97
71300007;44,42;134,05
71300015;718,47;1.546,82
71300023;154,87;574,3
71300031;216,97;574,3
71300040;170,35;574,3
71300058;554,73;1.114,04
71300066;554,7;1.216,78
71300074;238,67;574,3
71300082;238,67;574,3
71300090;216,97;574,3
71300104;261,64;893,25
71300112;238,67;574,3
71300120;537,45;855,03
72300019;124,75;281,95
72500000;40,38;134,05
72500018;124,75;281,95
73300012;410,51;666,05
73300020;488,41;1.381,00
73300039;488,41;1.381,00
73300047;391;1.381,00
73300055;173,77;503,8
73300063;416,75;1.216,78
73300071;244,65;666,05
73500011;410,51;666,05
73500038;173,77;503,8
74300016;164,04;565,85
74300024;180,45;565,85
74300032;422,79;1.396,59
74300040;422,79;1.396,59
74300059;422,79;1.396,59
74300067;422,56;1.439,10
74300075;164,04;565,85
74300083;164,04;565,85
74300091;180,45;565,85
74300105;180,45;565,85
74300113;616,92;1.437,09
74300121;422,56;1.439,10
74300130;180,45;565,85
74300148;212,22;492,35
74300156;166,12;492,35
74300164;166,12;492,35
74300172;239,6;794,35
74300180;239,6;794,35
74300199;239,6;794,35
74300202;162,89;477,45
74300210;166,12;492,35
74300229;266,02;614,8
74300237;266,02;614,8
74300253;616,92;1.437,09
74300261;787,29;1.956,35
74300270;295,36;610,3
74300288;295,36;610,3
74300296;787,16;921,9
74300300;221,26;921,87
74300318;158,59;533,15
74300326;143,63;533,15
74300334;143,63;533,15
74300342;158,59;533,15
74300350;208,19;533,15
74300369;158,59;533,15
74300377;143,63;533,15
74300393;518,21;1.956,35
74300415;177,79;477,45
74300423;162,89;477,45
74300431;164,04;565,85
74300440;261,6;533,15
74300466;35,94;111,65
74300474;26,92;65,15
74300482;463,63;811,35
74300490;164,04;287,07
74300504;463,63;811,35
74300512;158,55;277,46
74300520;158,55;277,46
74300539;158,55;277,46
74300547;98,47;172,32
74300555;180,45;287,07
74300563;158,55;277,46
74300571;158,55;277,46
74300601;98,47;172,32
74300628;253,68;443,94
74300636;158,55;277,46
74300644;158,55;277,46
74400010;422,56;672,25
74500015;164,04;565,85
74500023;241,67;565,85
74500031;534,43;1.396,59
74500040;422,79;1.396,59
74500058;422,79;1.396,59
74500066;787,27;1.439,10
74500074;164,04;565,85
74500082;164,04;565,85
74500090;180,45;565,85
74500104;180,45;565,85
74500112;422,56;1.439,10
74500120;212,22;492,35
74500139;166,12;492,35
74500147;166,12;492,35
74500155;239,6;794,35
74500163;239,6;794,35
74500171;309,03;794,35
74500180;162,89;477,45
74500198;166,12;492,35
74500201;266,02;614,8
74500210;266,02;614,8
74500236;509,99;1.437,09
74500244;787,29;1.956,35
74500252;295,36;610,3
74500260;295,36;610,3
74500279;787,19;1.437,09
74500287;787,16;921,9
74500295;221,26;921,88
74500309;143,63;533,15
74500317;158,59;533,15
74500325;208,19;533,15
74500333;158,59;533,15
74500350;684,6;1.956,35
74500376;177,79;477,45
74500384;172,37;614,8
74500414;616,92;1.437,09
74500430;219,69;565,85
74500457;261,6;533,15
74500465;35,94;111,65
74500473;27,32;65,15
74500490;164,04;287,07
74500503;463,63;811,35
74500511;158,55;277,46
74500520;158,55;277,46
74500538;98,47;172,32
74500546;98,47;172,32
74500554;180,45;287,07
74500562;158,55;277,46
74500570;158,55;277,46
74500589;158,55;277,46
74500627;253,68;443,94
74500635;158,55;277,46
74500643;158,55;277,46
75300028;177,2;411,5
75300036;211,06;547,3
75300044;325,18;924,7
75300052;177,2;411,5
75300060;183,44;437,65
75300079;142,61;437,65
75300087;153,78;503,8
75300095;191,87;547,3
75300109;191,87;547,3
75300125;161,28;547,3
75300133;214,89;547,3
75300141;142,61;437,65
75300150;153,78;503,8
75300176;330,62;791
75300192;153,78;503,8
75500019;177,2;411,5
75500027;177,2;411,5
75500035;177,2;411,5
75500051;196,69;503,8
75500078;196,69;503,8
75500094;183,44;437,65
75500116;196,69;503,8
75500124;330,62;791
75500132;245,99;547,3
75500175;325,18;924,7
75500191;403,87;924,7
75500213;403,87;924,7
75500230;258,21;547,3
75500248;211,06;547,3
75500256;325,18;924,7
75500272;258,21;547,3
75500299;258,29;547,3
76300021;162,01;413,65
76300030;196,36;413,65
76300048;137,39;359,75
76300056;178,22;413,65
76300064;554,67;1.026,96
76300072;554,69;610,42
76300099;310;818,02
76300102;437,1;610,26
76300110;310;1.026,96
76300129;388,17;1.026,96
76300145;554,67;1.026,96
76300153;193,32;610,42
76300161;122,15;413,65
76300170;208,42;799,4
76300188;457,97;1.216,78
76400077;554,68;1.216,78
76400271;295,32;741,65
76500012;162,01;413,65
76500020;162,01;413,65
76500055;554,67;1.026,96
76500063;554,69;610,42
76500080;437,14;818,02
76500110;568,08;1.221,68
76500128;437,1;610,26
76500136;404,32;1.026,96
76500144;443,42;1.026,96
76500160;388,17;818,02
76500179;554,67;1.026,96
76500187;437;610,42
76500195;162,01;413,65
76500209;416,33;818,02
76500217;208,42;799,4
76500225;437,14;818,02
76500233;457,97;818,02
76500241;305,92;799,4
77300017;193,55;633,95
77300025;193,55;633,95
77300033;800;1.957,95
77300041;193,55;633,95
77300050;635,87;1.221,68
77300068;132,06;408,3
77300084;120,05;408,3
77300106;199,39;677,6
77300114;219,33;677,6
77300122;305,92;1.026,96
77300130;578,06;1.221,68
77300149;429,53;1.221,68
77300157;159,59;462,6
77300165;199,39;677,6
77300173;302,25;528,94
77300254;302,25;528,94
77300483;786,94;964,39
77300491;156,28;156,28
77300505;156,28;156,28
77500016;246,29;633,95
77500024;463,2;1.066,75
77500032;224,07;519,9
77500067;800;1.957,95
77500075;120,22;210,39
77500083;193,55;633,95
77500091;193,55;633,95
77500105;266,51;677,6
77500113;635,87;1.221,68
77500121;172,57;408,3
77500130;156,88;408,3
77500148;578,06;1.221,68
77500156;466,62;1.026,96
77500164;578,06;1.221,68
77500172;182,26;462,6
77500180;200,49;462,6
77500199;398,25;1.066,75
77500202;293,16;677,6
77500229;246,29;633,95
77500237;293,16;677,6
77500245;302,25;528,94
77500482;786,94;964,39
77500490;156,28;156,28
77500504;156,28;156,28
78300010;173,55;415,15
78300029;170,05;595,35
78300037;229,13;595,35
78300045;170,05;595,35
78300053;170,05;595,35
78300061;170,05;595,35
78500010;173,55;415,15
78500028;229,13;595,35
78500036;229,13;595,35
78500044;170,05;595,35
78500052;170,05;595,35
78500060;170,05;595,35
79300014;216,53;528,95
79300022;229,93;609,8
79300030;274,9;922,35
79300057;687,16;1.046,25
79300065;207,53;540,25
79300073;163,02;540,25
79300081;274,9;922,35
79300090;241,58;592,35
79500013;216,53;528,95
79500021;229,93;609,8
79500030;405,24;922,35
79500048;933,08;1.046,25
79500056;163,02;540,25
79500064;207,53;540,25
79500072;274,9;922,35
79500080;190,86;592,35
79500099;177,63;609,8
79500102;241,58;592,35
79700853;335;589,61
79700861;335;592,51
79700870;564,36;1.057,07
79700888;281,53;492,33
79700896;715,19;1.251,58
80300014;371,61;977,55
80300022;224,45;587,95
80300049;371,61;977,55
80300057;224,45;587,95
80300065;120,05;408,3
80300073;189,35;489,4
80300081;371,61;977,55
80300090;166,46;489,4
80300103;208,05;464,7
80300111;159,6;395,7
80300120;259,97;977,55
80300138;259,97;977,55
80300146;136,02;489,4
80300154;408,77;977,55
80300189;96,52;281,95
80300235;75,3;227,44
80500013;371,61;977,55
80500021;224,45;587,95
80500048;371,61;977,55
80500056;224,45;587,95
80500064;120,05;408,3
80500072;189,35;489,4
80500080;371,61;977,55
80500099;136,02;489,4
80500102;208,05;464,7
80500110;159,98;395,7
80500129;259,97;977,55
80500137;259,97;977,55
80500145;136,02;489,4
80500161;189,35;489,4
80500170;408,77;977,55
80500200;96,52;281,95
80500218;208,29;489,4
80500226;64,1;170,45
80500234;75,3;227,44
81001010;7.049,81;12.337,15
81300018;401,29;989,73
81300026;277,86;1.023,75
81300034;333,25;1.217,25
81300042;104,47;245,65
81300050;136,59;415,15
81300069;222,18;718,2
81300140;241,85;617,15
81300204;170;504,31
81300212;286,79;286,79
81300220;241,85;241,85
81300239;428,87;428,87
81300255;333,25;333,25
81300263;304,87;304,87
81300271;224,17;224,17
81300280;304,87;304,87
81300298;665,08;665,08
81300301;304,87;304,87
81300310;304,87;304,87
81500017;211,52;742,75
81500025;379,18;1.023,75
81500033;333,25;1.217,25
81500041;281,3;718,2
81500068;222,18;718,2
81500076;104,47;245,65
81500084;136,59;415,15
81500092;286,79;742,75
81500106;428,87;1.005,05
81500114;241,85;617,15
81500122;286,79;742,75
81500130;211,52;742,75
81500149;241,85;617,15
81500157;188,91;617,15
81500165;241,85;617,15
81500173;281,3;718,2
81500181;333,25;617,15
81500190;170;329,73
81500211;286,79;286,79
81500238;333,25;333,25
81500246;108,07;108,07
81500254;304,87;304,87
81500262;224,17;224,17
81500270;304,87;304,87
81500289;665,08;665,08
81500297;304,87;304,87
81500300;304,87;304,87
82300011;150,15;485,85
82300020;150,15;485,85
82300038;239,05;766,4
82300046;328;766,4
82300054;213,67;747,05
82300062;141,67;440
82300070;141,67;440
82300089;141,67;440
82300097;141,67;440
82300100;141,67;440
82300119;141,67;440
82300127;141,67;440
82300135;141,67;440
82500010;187,92;485,85
82500029;172,85;485,85
82500037;150,15;485,85
82500045;328;766,4
82500053;328;766,4
82500061;213,67;747,05
82500070;141,67;440
82500088;141,67;440
82500096;141,67;440
82500100;141,67;440
82500118;141,67;440
82500126;141,67;440
82500134;141,67;440
82500142;179,78;440
83300015;192,63;488,95
83300023;108,07;407,09
83300031;347,74;877,35
83300058;150,55;488,95
83300066;150,55;488,95
83300074;161,89;464,45
83300082;161,89;464,45
83300090;161,89;464,45
83300104;161,89;464,45
83300112;509,07;890,87
83500014;192,63;488,95
83500022;108,07;407,09
83500030;347,74;877,35
83500057;150,55;488,95
83500065;150,55;488,95
83500073;150,55;488,95
83500081;204,82;464,45
83500090;161,89;464,45
83500103;161,89;464,45
83500120;150,55;488,95
83500138;161,89;464,45
83500146;836,85;1.464,49
84300027;172,37;614,8
84300035;172,37;614,8
84500018;241,83;614,8
84500026;172,37;614,8
84500034;218,58;614,8
84500042;241,83;614,8
85300110;94,66;328,6
85300713;71,19;217,89
85300721;70,21;217,89
85300730;67,24;217,89
85300748;65,27;217,89
85300756;68,23;217,89
85300764;114,65;217,89
85300772;63,3;217,89
85300780;22,34;80
85300829;23,08;40,39
85300837;324,91;324,91
85300888;1.071,90;1.071,90
85300900;1.289,90;1.289,90
85300926;1.432,18;1.432,18
85500712;117,56;328,6
85500739;71,19;217,89
85500747;70,21;217,89
85500755;67,24;217,89
85500763;65,27;217,89
85500771;68,23;217,89
85500780;114,65;217,89
85500798;63,3;217,89
85500801;22,34;80
85500836;23,08;40,39
85500879;324,91;324,91
85500887;1.071,90;1.071,90
85500909;1.289,90;1.289,90
85500925;1.432,18;1.432,18
85500933;23,34;39,1
85500941;20;33,25
85500950;17,75;29,31
85500976;1.757,58;1.757,58
86300016;80,64;196,75
86300024;172,37;614,8
86300032;241,83;614,8
86300040;241,83;614,8
86500015;80,64;196,75
88300013;310,15;989,73
88300021;188,91;617,15
88300030;310,15;989,73
88300048;514,37;1.400,10
88300056;374,44;999,7
88300064;374,44;999,7
88300072;374,44;999,7
88300080;374,44;999,7
88300099;290,38;1.032,06
88300102;374,44;999,7
88300110;290,38;1.032,06
88300129;142,61;437,65
88300137;290,38;1.032,06
88300145;328,13;1.032,06
88300161;132,62;464,7
88300170;208,05;464,7
88300188;117,36;488,95
88300196;150,55;488,95
88300200;150,55;488,95
88300218;172,37;614,8
88300234;172,37;614,8
88300242;213,67;747,05
88300250;261,64;893,25
89300017;127,35;297,95
89300025;99,11;297,95
89300033;99,11;297,95
89300041;127,35;297,95
89300050;99,11;297,95
89300068;99,11;297,95
89300076;99,11;297,95
89300092;30,25;52,94
89300106;30,25;52,94
89300114;99,11;173,44
89300122;105;105
89300130;46;46
89300149;46;46
89500016;127,35;297,95
89500024;99,11;297,95
89500032;127,35;297,95
89500040;127,35;297,95
89500059;127,35;297,95
89500067;99,11;297,95
89500075;99,11;297,95
89500083;30,25;52,94
89500091;30,25;52,94
89500105;99,11;173,44
89500113;105;105
89500121;46;46
89500130;46;46
90300041;141,55;439,6
90300076;182,47;439,6
90300084;141,55;439,6
90300106;141,55;439,6
90300114;141,55;439,6
90300122;141,55;439,6
90300165;141,55;439,6
90300173;182,47;439,6
90500040;141,55;439,6
90500067;182,47;439,6
90500075;141,55;439,6
90500091;141,55;439,6
90500105;141,55;439,6
90500113;141,55;439,6
90500156;141,55;439,6
91300010;188,45;442,7
91300037;271,29;879,7
91300053;138,69;314,85
91300061;186,42;485,8
91300070;188,45;442,7
91300088;238,96;442,7
91300096;182,47;439,6
91300100;182,47;439,6
91300304;53,63;93,85
91500010;238,96;442,7
91500036;348,6;879,7
91500044;271,29;879,7
91500060;174,9;314,85
91500079;186,42;485,8
91500087;238,96;442,7
91500109;182,47;439,6
91500117;141,55;439,6
91500125;241,83;614,8
91500141;182,47;439,6
91500150;93,65;219,55
91500206;20,93;104,6
91500214;23,18;115,85
91500303;53,63;93,85
91800013;135;236,25
91801010;135;236,25
91802016;135;236,25
91904013;22,33;78,45
92017010;59,45;104,04
92017029;118,9;208,08
92017037;178,35;312,12
92017045;237,8;416,16
92017053;297,25;520,2
92017061;356,7;624,24
92017070;416,15;728,28
92017088;475,6;832,32
92017096;535,05;936,36
92017100;594,5;1.040,40
92017118;653,95;1.144,44
92017126;713,4;1.248,48
92017134;772,85;1.352,52
92017142;832,3;1.456,56
92017150;891,75;1.560,60
92017169;951,2;1.664,64
92017177;1.010,65;1.768,68
92017185;1.070,10;1.872,72
92017193;1.129,55;1.976,76
92017207;1.189,00;2.080,80
92017215;1.248,45;2.184,84
92017223;1.307,90;2.288,88
92017231;1.367,35;2.392,92
92017240;1.426,80;2.496,96
92017258;1.486,25;2.601,00
92017266;1.545,70;2.705,04
92017274;1.605,15;2.809,08
92017282;1.664,60;2.913,12
92017290;1.724,05;3.017,16
92017304;1.783,50;3.121,20
92017312;1.842,95;3.225,24
92017320;1.902,40;3.329,28
92017339;1.961,85;3.433,32
92017347;2.021,30;3.537,36
92017355;2.080,75;3.641,40
92017363;2.140,20;3.745,44
92017371;2.199,65;3.849,48
92017380;2.259,10;3.953,52
92017398;2.318,55;4.057,56
92017401;2.378,00;4.161,60
92017410;2.437,45;4.265,64
92017428;2.496,90;4.369,68
92017436;2.556,35;4.473,72
92017444;2.615,80;4.577,76
92017452;2.675,25;4.681,80
92017460;2.734,70;4.785,84
92017479;2.794,15;4.889,88
92017487;2.853,60;4.993,92
92017495;2.913,05;5.097,96
92017509;2.972,50;5.202,00
92017517;3.031,95;5.306,04
92017525;3.091,40;5.410,08
92017533;3.150,85;5.514,12
92017541;3.210,30;5.618,16
92017550;3.269,75;5.722,20
92017568;3.329,20;5.826,24
92017576;3.388,65;5.930,28
92017584;3.448,10;6.034,32
92017592;3.507,55;6.138,36
92017606;3.567,00;6.242,40
92017614;3.626,45;6.346,44
92017622;3.685,90;6.450,48
92017630;3.745,35;6.554,52
92017649;3.804,80;6.658,56
92017657;3.864,25;6.762,60
92017665;3.923,70;6.866,64
92017673;3.983,15;6.970,68
92017681;4.042,60;7.074,72
92017690;4.102,05;7.178,76
92017703;4.161,50;7.282,80
92017711;4.220,95;7.386,84
92017720;4.280,40;7.490,88
92017738;4.339,85;7.594,92
92017746;4.399,30;7.698,96
92017754;4.458,75;7.803,00
92017762;4.518,20;7.907,04
92017770;4.577,65;8.011,08
92017789;4.637,10;8.115,12
92017797;4.696,55;8.219,16
92017800;4.756,00;8.323,20
92017819;4.815,45;8.427,24
92017827;4.874,90;8.531,28
92017835;4.934,35;8.635,32
92017843;4.993,80;8.739,36
92017851;5.053,25;8.843,40
92017860;5.112,70;8.947,44
92017878;5.172,15;9.051,48
92017886;5.231,60;9.155,52
92017894;5.291,05;9.259,56
92017908;5.350,50;9.363,60
92017916;5.409,95;9.467,64
92017924;5.469,40;9.571,68
92017932;5.528,85;9.675,72
92017940;5.588,30;9.779,76
92017959;5.647,75;9.883,80
92017967;5.707,20;9.987,84
92017975;5.766,65;10.091,88
92017983;5.826,10;10.195,92
92017991;5.885,55;10.299,96
92021018;118,88;208,04
92021026;237,75;416,08
92021034;356,63;624,12
92021042;475,5;832,16
92021050;594,38;1.040,20
92021069;713,25;1.248,24
92021077;832,13;1.456,28
92021085;951;1.664,32
92021093;1.069,88;1.872,36
92021107;1.188,75;2.080,40
92021115;1.307,63;2.288,44
92021123;1.426,50;2.496,48
92021131;1.545,38;2.704,52
92021140;1.664,25;2.912,56
92021158;1.783,13;3.120,60
92021166;1.902,00;3.328,64
92021174;2.020,88;3.536,68
92021182;2.139,75;3.744,72
92021190;2.258,63;3.952,76
92021204;2.377,50;4.160,80
92021212;2.496,38;4.368,84
92021220;2.615,25;4.576,88
92021239;2.734,13;4.784,92
92021247;2.853,00;4.992,96
92021255;2.971,88;5.201,00
92021263;3.090,75;5.409,04
92021271;3.209,63;5.617,08
92021280;3.328,50;5.825,12
92021298;3.447,38;6.033,16
92021301;3.566,25;6.241,20
92021310;3.685,13;6.449,24
92021328;3.804,00;6.657,28
92021336;3.922,88;6.865,32
92021344;4.041,75;7.073,36
92021352;4.160,63;7.281,40
92021360;4.279,50;7.489,44
92021379;4.398,38;7.697,48
92021387;4.517,25;7.905,52
92021395;4.636,13;8.113,56
92021409;4.755,00;8.321,60
92021417;4.873,88;8.529,64
92021425;4.992,75;8.737,68
92021433;5.111,63;8.945,72
92021441;5.230,50;9.153,76
92021450;5.349,38;9.361,80
92021468;5.468,25;9.569,84
92021476;5.587,13;9.777,88
92021484;5.706,00;9.985,92
92021492;5.824,88;10.193,96
92021506;5.943,75;10.402,00
92021514;6.062,63;10.610,04
92021522;6.181,50;10.818,08
92021530;6.300,38;11.026,12
92021549;6.419,25;11.234,16
92021557;6.538,13;11.442,20
92021565;6.657,00;11.650,24
92021573;6.775,88;11.858,28
92021581;6.894,75;12.066,32
92021590;7.013,63;12.274,36
92021603;7.132,50;12.482,40
92021611;7.251,38;12.690,44
92021620;7.370,25;12.898,48
92021638;7.489,13;13.106,52
92021646;7.608,00;13.314,56
92021654;7.726,88;13.522,60
92021662;7.845,75;13.730,64
92021670;7.964,63;13.938,68
92021689;8.083,50;14.146,72
92021697;8.202,38;14.354,76
92021700;8.321,25;14.562,80
92021719;8.440,13;14.770,84
92021727;8.559,00;14.978,88
92021735;8.677,88;15.186,92
92021743;8.796,75;15.394,96
92021751;8.915,63;15.603,00
92021760;9.034,50;15.811,04
92021778;9.153,38;16.019,08
92021786;9.272,25;16.227,12
92021794;9.391,13;16.435,16
92021808;9.510,00;16.643,20
92021816;9.628,88;16.851,24
92021824;9.747,75;17.059,28
92021832;9.866,63;17.267,32
92021840;9.985,50;17.475,36
92021859;10.104,38;17.683,40
92021867;10.223,25;17.891,44
92021875;10.342,13;18.099,48
92021883;10.461,00;18.307,52
92021891;10.579,88;18.515,56
92021905;10.698,75;18.723,60
92021913;10.817,63;18.931,64
92021921;10.936,50;19.139,68
92021930;11.055,38;19.347,72
92021948;11.174,25;19.555,76
92021956;11.293,13;19.763,80
92021964;11.412,00;19.971,84
92021972;11.530,88;20.179,88
92021980;11.649,75;20.387,92
92021999;11.768,63;20.595,96
92033016;147,89;258,81
92033024;295,78;517,62
92033032;443,66;776,43
92033040;591,55;1.035,24
92033059;739,44;1.294,05
92033067;887,33;1.552,86
92033075;1.035,21;1.811,67
92033083;1.183,10;2.070,48
92033091;1.330,99;2.329,29
92033105;1.478,88;2.588,10
92033113;1.626,76;2.846,91
92033121;1.774,65;3.105,72
92033130;1.922,54;3.364,53
92033148;2.070,43;3.623,34
92033156;2.218,31;3.882,15
92033164;2.366,20;4.140,96
92033172;2.514,09;4.399,77
92033180;2.661,98;4.658,58
92033199;2.809,86;4.917,39
92033202;2.957,75;5.176,20
92033210;3.105,64;5.435,01
92033229;3.253,53;5.693,82
92033237;3.401,41;5.952,63
92033245;3.549,30;6.211,44
92033253;3.697,19;6.470,25
92033261;3.845,08;6.729,06
92033270;3.992,96;6.987,87
92033288;4.140,85;7.246,68
92033296;4.288,74;7.505,49
92033300;4.436,63;7.764,30
92033318;4.584,51;8.023,11
92033326;4.732,40;8.281,92
92033334;4.880,29;8.540,73
92033342;5.028,18;8.799,54
92033350;5.176,06;9.058,35
92033369;5.323,95;9.317,16
92033377;5.471,84;9.575,97
92033385;5.619,73;9.834,78
92033393;5.767,61;10.093,59
92033407;5.915,50;10.352,40
92033415;6.063,39;10.611,21
92033423;6.211,28;10.870,02
92033431;6.359,16;11.128,83
92033440;6.507,05;11.387,64
92033458;6.654,94;11.646,45
92033466;6.802,83;11.905,26
92033474;6.950,71;12.164,07
92033482;7.098,60;12.422,88
92033490;7.246,49;12.681,69
92033504;7.394,38;12.940,50
92033512;7.542,26;13.199,31
92033520;7.690,15;13.458,12
92033539;7.838,04;13.716,93
92033547;7.985,93;13.975,74
92033555;8.133,81;14.234,55
92033563;8.281,70;14.493,36
92033571;8.429,59;14.752,17
92033580;8.577,48;15.010,98
92033598;8.725,36;15.269,79
92033601;8.873,25;15.528,60
92033610;9.021,14;15.787,41
92033628;9.169,03;16.046,22
92033636;9.316,91;16.305,03
92033644;9.464,80;16.563,84
92033652;9.612,69;16.822,65
92033660;9.760,58;17.081,46
92033679;9.908,46;17.340,27
92033687;10.056,35;17.599,08
92033695;10.204,24;17.857,89
92033709;10.352,13;18.116,70
92033717;10.500,01;18.375,51
92033725;10.647,90;18.634,32
92033733;10.795,79;18.893,13
92033741;10.943,68;19.151,94
92033750;11.091,56;19.410,75
92033768;11.239,45;19.669,56
92033776;11.387,34;19.928,37
92033784;11.535,23;20.187,18
92033792;11.683,11;20.445,99
92033806;11.831,00;20.704,80
92033814;11.978,89;20.963,61
92033822;12.126,78;21.222,42
92033830;12.274,66;21.481,23
92033849;12.422,55;21.740,04
92033857;12.570,44;21.998,85
92033865;12.718,33;22.257,66
92033873;12.866,21;22.516,47
92033881;13.014,10;22.775,28
92033890;13.161,99;23.034,09
92033903;13.309,88;23.292,90
92033911;13.457,76;23.551,71
92033920;13.605,65;23.810,52
92033938;13.753,54;24.069,33
92033946;13.901,43;24.328,14
92033954;14.049,31;24.586,95
92033962;14.197,20;24.845,76
92033970;14.345,09;25.104,57
92033989;14.492,98;25.363,38
92033997;14.640,86;25.622,19
92034012;19,95;19,95
92034020;39,9;39,9
92034039;59,85;59,85
92034047;79,8;79,8
92034055;99,75;99,75
92034063;119,7;119,7
92034071;139,65;139,65
92034080;159,6;159,6
92034098;179,55;179,55
92034101;199,5;199,5
92034110;219,45;219,45
92034128;239,4;239,4
92034136;259,35;259,35
92034144;279,3;279,3
92034152;299,25;299,25
92034160;319,2;319,2
92034179;339,15;339,15
92034187;359,1;359,1
92034195;379,05;379,05
92034209;399;399
92034217;418,95;418,95
92034225;438,9;438,9
92034233;458,85;458,85
92034241;478,8;478,8
92034250;498,75;498,75
92034268;518,7;518,7
92034276;538,65;538,65
92034284;558,6;558,6
92034292;578,55;578,55
92034306;598,5;598,5
92035019;19,95;19,95
92035027;39,9;39,9
92035035;59,85;59,85
92035043;79,8;79,8
92035051;99,75;99,75
92035060;119,7;119,7
92035078;139,65;139,65
92035086;159,6;159,6
92035094;179,55;179,55
92035108;199,5;199,5
92035116;219,45;219,45
92035124;239,4;239,4
92035132;259,35;259,35
92035140;279,3;279,3
92035159;299,25;299,25
92035167;319,2;319,2
92035175;339,15;339,15
92035183;359,1;359,1
92035191;379,05;379,05
92035205;399;399
92035213;418,95;418,95
92035221;438,9;438,9
92035230;458,85;458,85
92035248;478,8;478,8
92035256;498,75;498,75
92035264;518,7;518,7
92035272;538,65;538,65
92035280;558,6;558,6
92035299;578,55;578,55
92035302;598,5;598,5
92035310;618,45;618,45
92035329;638,4;638,4
92035337;658,35;658,35
92035345;678,3;678,3
92035353;698,25;698,25
92035361;718,2;718,2
92035370;738,15;738,15
92035388;758,1;758,1
92035396;778,05;778,05
92035400;798;798
92035418;817,95;817,95
92035426;837,9;837,9
92035434;857,85;857,85
92035442;877,8;877,8
92035450;897,75;897,75
92035469;917,7;917,7
92035477;937,65;937,65
92035485;957,6;957,6
92035493;977,55;977,55
92035507;997,5;997,5
92035515;1.017,45;1.017,45
92035523;1.037,40;1.037,40
92035531;1.057,35;1.057,35
92035540;1.077,30;1.077,30
92035558;1.097,25;1.097,25
92035566;1.117,20;1.117,20
92035574;1.137,15;1.137,15
92035582;1.157,10;1.157,10
92035590;1.177,05;1.177,05
92035604;1.197,00;1.197,00
92035612;1.216,95;1.216,95
92035620;1.236,90;1.236,90
92035639;1.256,85;1.256,85
92035647;1.276,80;1.276,80
92035655;1.296,75;1.296,75
92035663;1.316,70;1.316,70
92035671;1.336,65;1.336,65
92035680;1.356,60;1.356,60
92035698;1.376,55;1.376,55
92035701;1.396,50;1.396,50
92035710;1.416,45;1.416,45
92035728;1.436,40;1.436,40
92035736;1.456,35;1.456,35
92035744;1.476,30;1.476,30
92035752;1.496,25;1.496,25
92035760;1.516,20;1.516,20
92035779;1.536,15;1.536,15
92035787;1.556,10;1.556,10
92035795;1.576,05;1.576,05
92035809;1.596,00;1.596,00
92035817;1.615,95;1.615,95
92035825;1.635,90;1.635,90
92035833;1.655,85;1.655,85
92035841;1.675,80;1.675,80
92035850;1.695,75;1.695,75
92035868;1.715,70;1.715,70
92035876;1.735,65;1.735,65
92035884;1.755,60;1.755,60
92035892;1.775,55;1.775,55
92035906;1.795,50;1.795,50
92035914;1.815,45;1.815,45
92035922;1.835,40;1.835,40
92035930;1.855,35;1.855,35
92035949;1.875,30;1.875,30
92035957;1.895,25;1.895,25
92035965;1.915,20;1.915,20
92035973;1.935,15;1.935,15
92035981;1.955,10;1.955,10
92035990;1.975,05;1.975,05
92036015;0,35;0,61
92036023;0,7;1,22
92036031;1,05;1,83
92036040;1,4;2,44
92036058;1,75;3,05
92036066;2,1;3,66
92036074;2,45;4,27
92036082;2,8;4,88
92036090;3,15;5,49
92036104;3,5;6,1
92036112;3,85;6,71
92036120;4,2;7,32
92036139;4,55;7,93
92036147;4,9;8,54
92036155;5,25;9,15
92036163;5,6;9,76
92036171;5,95;10,37
92036180;6,3;10,98
92036198;6,65;11,59
92036201;7;12,2
92036210;7,35;12,81
92036228;7,7;13,42
92036236;8,05;14,03
92036244;8,4;14,64
92036252;8,75;15,25
92036260;9,1;15,86
92036279;9,45;16,47
92036287;9,8;17,08
92036295;10,15;17,69
92036309;10,5;18,3
92036317;10,85;18,91
92036325;11,2;19,52
92036333;11,55;20,13
92036341;11,9;20,74
92036350;12,25;21,35
92036368;12,6;21,96
92036376;12,95;22,57
92036384;13,3;23,18
92036392;13,65;23,79
92036406;14;24,4
