CÓDIGO;SUS;TUNEP
99071193;555,75;555,75
99071207;585;585
99071215;614,25;614,25
99071223;643,5;643,5
99071231;672,75;672,75
99071240;702;702
99071258;731,25;731,25
99071266;760,5;760,5
99071274;789,75;789,75
99071282;819;819
99071290;848,25;848,25
99071304;877,5;877,5
99071312;906,75;906,75
99071320;936;936
99071339;965,25;965,25
99071347;994,5;994,5
99071355;1.023,75;1.023,75
99071363;1.053,00;1.053,00
99071371;1.082,25;1.082,25
99071380;1.111,50;1.111,50
99071398;1.140,75;1.140,75
99071401;1.170,00;1.170,00
99071410;1.199,25;1.199,25
99071428;1.228,50;1.228,50
99071436;1.257,75;1.257,75
99071444;1.287,00;1.287,00
99071452;1.316,25;1.316,25
99071460;1.345,50;1.345,50
99071479;1.374,75;1.374,75
99071487;1.404,00;1.404,00
99072017;56,5;98,88
99072025;113;197,76
99072033;169,5;296,64
99072041;226;395,52
99072050;282,5;494,4
99072068;339;593,28
99072076;395,5;692,16
99072084;452;791,04
99072092;508,5;889,92
99072106;565;988,8
99072114;621,5;1.087,68
99072122;678;1.186,56
99072130;734,5;1.285,44
99072149;791;1.384,32
99072157;847,5;1.483,20
99072165;904;1.582,08
99072173;960,5;1.680,96
99072181;1.017,00;1.779,84
99072190;1.073,50;1.878,72
99072203;1.130,00;1.977,60
99072211;1.186,50;2.076,48
99072220;1.243,00;2.175,36
99072238;1.299,50;2.274,24
99072246;1.356,00;2.373,12
99073013;20,96;36,68
99073021;41,93;73,36
99073030;62,89;110,04
99073048;83,85;146,72
99073056;104,81;183,4
99073064;125,78;220,08
99074010;703,13;1.230,48
99074028;1.406,25;2.460,96
99074036;2.109,38;3.691,44
99074044;2.812,50;4.921,92
99074052;3.515,63;6.152,40
99074060;4.218,75;7.382,88
99074079;4.921,88;8.613,36
99074087;5.625,00;9.843,84
99074095;6.328,13;11.074,32
99074109;7.031,25;12.304,80
99075016;91,59;160,28
99075024;183,18;320,56
99075032;274,76;480,84
99075040;366,35;641,12
99075059;457,94;801,4
99075067;549,53;961,68
99075075;641,11;1.121,96
99075083;732,7;1.282,24
99075091;824,29;1.442,52
99075105;915,88;1.602,80
99075113;1.007,46;1.763,08
99075121;1.099,05;1.923,36
99075130;1.190,64;2.083,64
99075148;1.282,23;2.243,92
99075156;1.373,81;2.404,20
99075164;1.465,40;2.564,48
99075172;1.556,99;2.724,76
99075180;1.648,58;2.885,04
99075199;1.740,16;3.045,32
99075202;1.831,75;3.205,60
99075210;1.923,34;3.365,88
99075229;2.014,93;3.526,16
99075237;2.106,51;3.686,44
99075245;2.198,10;3.846,72
99075253;2.289,69;4.007,00
99075261;2.381,28;4.167,28
99075270;2.472,86;4.327,56
99075288;2.564,45;4.487,84
99075296;2.656,04;4.648,12
99075300;2.747,63;4.808,40
99075318;2.839,21;4.968,68
99075326;2.930,80;5.128,96
99075334;3.022,39;5.289,24
99075342;3.113,98;5.449,52
99075350;3.205,56;5.609,80
99075369;3.297,15;5.770,08
99075377;3.388,74;5.930,36
99075385;3.480,33;6.090,64
99075393;3.571,91;6.250,92
99075407;3.663,50;6.411,20
99075415;3.755,09;6.571,48
99075423;3.846,68;6.731,76
99075431;3.938,26;6.892,04
99075440;4.029,85;7.052,32
99075458;4.121,44;7.212,60
99075466;4.213,03;7.372,88
99075474;4.304,61;7.533,16
99075482;4.396,20;7.693,44
99075490;4.487,79;7.853,72
99075504;4.579,38;8.014,00
99075512;4.670,96;8.174,28
99075520;4.762,55;8.334,56
99075539;4.854,14;8.494,84
99075547;4.945,73;8.655,12
99075555;5.037,31;8.815,40
99075563;5.128,90;8.975,68
99075571;5.220,49;9.135,96
99075580;5.312,08;9.296,24
99075598;5.403,66;9.456,52
99075601;5.495,25;9.616,80
99075610;5.586,84;9.777,08
99075628;5.678,43;9.937,36
99075636;5.770,01;10.097,64
99075644;5.861,60;10.257,92
99075652;5.953,19;10.418,20
99075660;6.044,78;10.578,48
99075679;6.136,36;10.738,76
99075687;6.227,95;10.899,04
99075695;6.319,54;11.059,32
99075709;6.411,13;11.219,60
99075717;6.502,71;11.379,88
99075725;6.594,30;11.540,16
99075733;6.685,89;11.700,44
99075741;6.777,48;11.860,72
99075750;6.869,06;12.021,00
99075768;6.960,65;12.181,28
99075776;7.052,24;12.341,56
99075784;7.143,83;12.501,84
99075792;7.235,41;12.662,12
99075806;7.327,00;12.822,40
99075814;7.418,59;12.982,68
99075822;7.510,18;13.142,96
99075830;7.601,76;13.303,24
99075849;7.693,35;13.463,52
99076012;145,55;254,71
99076020;291,1;509,42
99076039;436,65;764,13
99076047;582,2;1.018,84
99076055;727,75;1.273,55
99076063;873,3;1.528,26
99076071;1.018,85;1.782,97
99076080;1.164,40;2.037,68
99076098;1.309,95;2.292,39
99076101;1.455,50;2.547,10
99076110;1.601,05;2.801,81
99076128;1.746,60;3.056,52
99076136;1.892,15;3.311,23
99076144;2.037,70;3.565,94
99076152;2.183,25;3.820,65
99076160;2.328,80;4.075,36
99076179;2.474,35;4.330,07
99076187;2.619,90;4.584,78
99076195;2.765,45;4.839,49
99076209;2.911,00;5.094,20
99076217;3.056,55;5.348,91
99076225;3.202,10;5.603,62
99076233;3.347,65;5.858,33
99076241;3.493,20;6.113,04
99076250;3.638,75;6.367,75
99076268;3.784,30;6.622,46
99076276;3.929,85;6.877,17
99076284;4.075,40;7.131,88
99076292;4.220,95;7.386,59
99076306;4.366,50;7.641,30
99076314;4.512,05;7.896,01
99076322;4.657,60;8.150,72
99076330;4.803,15;8.405,43
99076349;4.948,70;8.660,14
99076357;5.094,25;8.914,85
99076365;5.239,80;9.169,56
99076373;5.385,35;9.424,27
99076381;5.530,90;9.678,98
99076390;5.676,45;9.933,69
99076403;5.822,00;10.188,40
99076411;5.967,55;10.443,11
99076420;6.113,10;10.697,82
99076438;6.258,65;10.952,53
99076446;6.404,20;11.207,24
99076454;6.549,75;11.461,95
99076462;6.695,30;11.716,66
99076470;6.840,85;11.971,37
99076489;6.986,40;12.226,08
99076497;7.131,95;12.480,79
99076500;7.277,50;12.735,50
99076519;7.423,05;12.990,21
99076527;7.568,60;13.244,92
99076535;7.714,15;13.499,63
99076543;7.859,70;13.754,34
99076551;8.005,25;14.009,05
99076560;8.150,80;14.263,76
99076578;8.296,35;14.518,47
99076586;8.441,90;14.773,18
99076594;8.587,45;15.027,89
99076608;8.733,00;15.282,60
99076616;8.878,55;15.537,31
99076624;9.024,10;15.792,02
99076632;9.169,65;16.046,73
99076640;9.315,20;16.301,44
99076659;9.460,75;16.556,15
99076667;9.606,30;16.810,86
99076675;9.751,85;17.065,57
99076683;9.897,40;17.320,28
99076691;10.042,95;17.574,99
99076705;10.188,50;17.829,70
99076713;10.334,05;18.084,41
99076721;10.479,60;18.339,12
99076730;10.625,15;18.593,83
99076748;10.770,70;18.848,54
99076756;10.916,25;19.103,25
99076764;11.061,80;19.357,96
99076772;11.207,35;19.612,67
99076780;11.352,90;19.867,38
99076799;11.498,45;20.122,09
99076802;11.644,00;20.376,80
99076810;11.789,55;20.631,51
99076829;11.935,10;20.886,22
99076837;12.080,65;21.140,93
99076845;12.226,20;21.395,64
99077019;225;393,75
99077027;450;787,5
99077035;675;1.181,25
99077043;900;1.575,00
99077051;1.125,00;1.968,75
99077060;1.350,00;2.362,50
99077078;1.575,00;2.756,25
99077086;1.800,00;3.150,00
99077094;2.025,00;3.543,75
99077108;2.250,00;3.937,50
99077116;2.475,00;4.331,25
99077124;2.700,00;4.725,00
99077132;2.925,00;5.118,75
99077140;3.150,00;5.512,50
99077159;3.375,00;5.906,25
99077167;3.600,00;6.300,00
99077175;3.825,00;6.693,75
99077183;4.050,00;7.087,50
99077191;4.275,00;7.481,25
99077205;4.500,00;7.875,00
99077213;4.725,00;8.268,75
99077221;4.950,00;8.662,50
99077230;5.175,00;9.056,25
99077248;5.400,00;9.450,00
99077256;5.625,00;9.843,75
99077264;5.850,00;10.237,50
99077272;6.075,00;10.631,25
99077280;6.300,00;11.025,00
99077299;6.525,00;11.418,75
99077302;6.750,00;11.812,50
99077310;6.975,00;12.206,25
99077329;7.200,00;12.600,00
99077337;7.425,00;12.993,75
99077345;7.650,00;13.387,50
99077353;7.875,00;13.781,25
99077361;8.100,00;14.175,00
99077370;8.325,00;14.568,75
99077388;8.550,00;14.962,50
99077396;8.775,00;15.356,25
99077400;9.000,00;15.750,00
99077418;9.225,00;16.143,75
99077426;9.450,00;16.537,50
99077434;9.675,00;16.931,25
99077442;9.900,00;17.325,00
99077450;10.125,00;17.718,75
99077469;10.350,00;18.112,50
99077477;10.575,00;18.506,25
99077485;10.800,00;18.900,00
99077493;11.025,00;19.293,75
99077507;11.250,00;19.687,50
99077515;11.475,00;20.081,25
99077523;11.700,00;20.475,00
99077531;11.925,00;20.868,75
99077540;12.150,00;21.262,50
99077558;12.375,00;21.656,25
99077566;12.600,00;22.050,00
99078015;450;787,5
99078023;900;1.575,00
99078031;1.350,00;2.362,50
99078040;1.800,00;3.150,00
99078058;2.250,00;3.937,50
99078066;2.700,00;4.725,00
99078074;3.150,00;5.512,50
99078082;3.600,00;6.300,00
99078090;4.050,00;7.087,50
99078104;4.500,00;7.875,00
99078112;4.950,00;8.662,50
99078120;5.400,00;9.450,00
99078139;5.850,00;10.237,50
99078147;6.300,00;11.025,00
99078155;6.750,00;11.812,50
99078163;7.200,00;12.600,00
99078171;7.650,00;13.387,50
99078180;8.100,00;14.175,00
99078198;8.550,00;14.962,50
99078201;9.000,00;15.750,00
99078210;9.450,00;16.537,50
99078228;9.900,00;17.325,00
99078236;10.350,00;18.112,50
99078244;10.800,00;18.900,00
99078252;11.250,00;19.687,50
99078260;11.700,00;20.475,00
99078279;12.150,00;21.262,50
99078287;12.600,00;22.050,00
99079011;8;8
99080010;8;15
99081016;4;8
99082012;873;873
99082020;1.746,00;1.746,00
99082039;2.619,00;2.619,00
99083019;2,38;2,38
99084015;500;500
99084023;1.000,00;1.000,00
99084031;1.500,00;1.500,00
99085011;5;5
99086018;60;60
99087014;411,2;411,2
99087022;822,4;822,4
99087030;1.233,60;1.233,60
99088010;40;40
99089017;70;70
99090015;144;144
99091011;10;10
99092018;47,62;47,62
99200015;6,05;6,05
99200023;4,45;4,45
99200031;6,05;6,05
99200040;6,05;6,05
99200058;4,45;4,45
99200066;6,05;6,05
99200074;6,05;6,05
99200082;4,45;4,45
99200090;6,05;6,05
99200104;4,45;4,45
99200112;4,45;4,45
99200120;6,05;6,05
99200139;4,45;4,45
99200147;6,05;6,05
99200155;6,05;6,05
99200163;4,45;4,45
99200171;6,05;6,05
99200180;4,45;4,45
99200198;6,05;6,05
99200201;4,45;4,45
99200210;6,05;6,05
99300010;19,91;72,34
99300028;39,83;144,68
99300036;59,74;217,02
99300044;79,65;289,36
99300052;99,56;361,7
99300060;119,48;434,04
99300079;139,39;506,38
99300087;159,3;578,72
99300095;179,21;651,06
99300109;199,13;723,4
99300117;219,04;795,74
99300125;238,95;868,08
99300133;258,86;940,42
99300141;278,78;1.012,76
99300150;298,69;1.085,10
99300168;318,6;1.157,44
99300176;338,51;1.229,78
99300184;358,43;1.302,12
99300192;378,34;1.374,46
99300206;398,25;1.446,80
99300214;418,16;1.519,14
99300222;438,08;1.591,48
99300230;457,99;1.663,82
99300249;477,9;1.736,16
99300257;497,81;1.808,50
99300265;517,73;1.880,84
99300273;537,64;1.953,18
99300281;557,55;2.025,52
99300290;577,46;2.097,86
99300303;597,38;2.170,20
99300311;617,29;2.242,54
99300320;637,2;2.314,88
99300338;657,11;2.387,22
99300346;677,03;2.459,56
99300354;696,94;2.531,90
99300362;716,85;2.604,24
99300370;736,76;2.676,58
99300389;756,68;2.748,92
99300397;776,59;2.821,26
99300400;796,5;2.893,60
99300419;816,41;2.965,94
99300427;836,33;3.038,28
99300435;856,24;3.110,62
99300443;876,15;3.182,96
99300451;896,06;3.255,30
99300460;915,98;3.327,64
99300478;935,89;3.399,98
99300486;955,8;3.472,32
99300494;975,71;3.544,66
99300508;995,63;3.617,00
99300516;1.015,54;3.689,34
99300524;1.035,45;3.761,68
99300532;1.055,36;3.834,02
99300540;1.075,28;3.906,36
99300559;1.095,19;3.978,70
99300567;1.115,10;4.051,04
99300575;1.135,01;4.123,38
99300583;1.154,93;4.195,72
99300591;1.174,84;4.268,06
99300605;1.194,75;4.340,40
99300613;1.214,66;4.412,74
99300621;1.234,58;4.485,08
99300630;1.254,49;4.557,42
99300648;1.274,40;4.629,76
99300656;1.294,31;4.702,10
99300664;1.314,23;4.774,44
99300672;1.334,14;4.846,78
99300680;1.354,05;4.919,12
99300699;1.373,96;4.991,46
99300702;1.393,88;5.063,80
99300710;1.413,79;5.136,14
99300729;1.433,70;5.208,48
99300737;1.453,61;5.280,82
99300745;1.473,53;5.353,16
99300753;1.493,44;5.425,50
99300761;1.513,35;5.497,84
99300770;1.533,26;5.570,18
99300788;1.553,18;5.642,52
99300796;1.573,09;5.714,86
99300800;1.593,00;5.787,20
99300818;1.612,91;5.859,54
99300826;1.632,83;5.931,88
99300834;1.652,74;6.004,22
99300842;1.672,65;6.076,56
99300850;1.692,56;6.148,90
99300869;1.712,48;6.221,24
99300877;1.732,39;6.293,58
99300885;1.752,30;6.365,92
99300893;1.772,21;6.438,26
99300907;1.792,13;6.510,60
99500019;26,58;88,04
99500027;53,15;176,08
99500035;79,73;264,12
99500043;106,3;352,16
99500051;132,88;440,2
99500060;159,45;528,24
99500078;186,03;616,28
99500086;212,6;704,32
99500094;239,18;792,36
99500108;265,75;880,4
99500116;292,33;968,44
99500124;318,9;1.056,48
99500132;345,48;1.144,52
99500140;372,05;1.232,56
99500159;398,63;1.320,60
99500167;425,2;1.408,64
99500175;451,78;1.496,68
99500183;478,35;1.584,72
99500191;504,93;1.672,76
99500205;531,5;1.760,80
99500213;558,08;1.848,84
99500221;584,65;1.936,88
99500230;611,23;2.024,92
99500248;637,8;2.112,96
99500256;664,38;2.201,00
99500264;690,95;2.289,04
99500272;717,53;2.377,08
99500280;744,1;2.465,12
99500299;770,68;2.553,16
99500302;797,25;2.641,20
99500310;823,83;2.729,24
99500329;850,4;2.817,28
99500337;876,98;2.905,32
99500345;903,55;2.993,36
99500353;930,13;3.081,40
99500361;956,7;3.169,44
99500370;983,28;3.257,48
99500388;1.009,85;3.345,52
99500396;1.036,43;3.433,56
99500400;1.063,00;3.521,60
99500418;1.089,58;3.609,64
99500426;1.116,15;3.697,68
99500434;1.142,73;3.785,72
99500442;1.169,30;3.873,76
99500450;1.195,88;3.961,80
99500469;1.222,45;4.049,84
99500477;1.249,03;4.137,88
99500485;1.275,60;4.225,92
99500493;1.302,18;4.313,96
99500507;1.328,75;4.402,00
99500515;1.355,33;4.490,04
99500523;1.381,90;4.578,08
99500531;1.408,48;4.666,12
99500540;1.435,05;4.754,16
99500558;1.461,63;4.842,20
99500566;1.488,20;4.930,24
99500574;1.514,78;5.018,28
99500582;1.541,35;5.106,32
99500590;1.567,93;5.194,36
99500604;1.594,50;5.282,40
99500612;1.621,08;5.370,44
99500620;1.647,65;5.458,48
99500639;1.674,23;5.546,52
99500647;1.700,80;5.634,56
99500655;1.727,38;5.722,60
99500663;1.753,95;5.810,64
99500671;1.780,53;5.898,68
99500680;1.807,10;5.986,72
99500698;1.833,68;6.074,76
99500701;1.860,25;6.162,80
99500710;1.886,83;6.250,84
99500728;1.913,40;6.338,88
99500736;1.939,98;6.426,92
99500744;1.966,55;6.514,96
99500752;1.993,13;6.603,00
99500760;2.019,70;6.691,04
99500779;2.046,28;6.779,08
99500787;2.072,85;6.867,12
99500795;2.099,43;6.955,16
99500809;2.126,00;7.043,20
99500817;2.152,58;7.131,24
99500825;2.179,15;7.219,28
99500833;2.205,73;7.307,32
99500841;2.232,30;7.395,36
99500850;2.258,88;7.483,40
99500868;2.285,45;7.571,44
99500876;2.312,03;7.659,48
99500884;2.338,60;7.747,52
99500892;2.365,18;7.835,56
99500906;2.391,75;7.923,60
99600072;84;84
99600153;25;25
99800101;15;26,25
99800110;42;60
99800136;350;612,5
99800144;140;279
99800152;250;437,5
99800179;150;150
99800195;450;450
99800217;135;135
99800233;900;900
99800250;270;270
99800276;450;450
99800292;135;135
99800314;900;900
99800330;270;270
99800357;200;200
99800373;900;900
99800390;270;270
99800500;30;52,5
99800527;95;166,25
99800535;200;350
99800543;200;200
99800551;340;340
99801019;52,33;117,04
99801035;12;21
99801051;35;61,25
99801078;25;43,75
99801094;75;131,25
99801116;20;35
99801132;15;26,25
99801507;135;236,25
99801523;135;236,25
99802015;52,33;52,33
99860015;290;290
99860023;590;590
99860031;1.140,00;1.140,00
99860040;1.550,00;1.550,00
99860058;2.210,00;2.210,00
99870010;1,68;8,4
99871017;3,32;16,6
99872013;6,58;32,9
99873010;20,96;20,96
99874016;703,13;703,13
99875012;91,59;91,59
99876019;145,55;145,55
99877015;225;225
99878011;450;450
99879018;3,9;3,9
99880016;17,95;17,95
99881012;206,81;206,81
99882019;2.581,87;2.581,87
99883015;0,71;0,71
99884011;52,33;52,33
99885018;3,61;3,61
99886014;350;1.050,00
99887010;697;2.091,00
99888017;11,84;11,84
99889013;3,9;3,9
99890011;3,9;3,9
99891018;23,68;23,68
99892014;11,84;11,84
99999998;2,65;2,65
99999999;137;137
